aX,aY,aZ,gX,gY,gZ
-0.111,0.637,0.619,13.123,-7.385,-63.110
-0.049,0.593,0.682,17.273,-17.578,-56.946
-0.047,0.560,0.755,20.325,-22.705,-51.270
0.005,0.527,0.800,20.813,-22.400,-49.316
0.024,0.488,0.844,18.433,-22.095,-48.340
0.050,0.459,0.871,15.991,-19.409,-48.828
0.053,0.421,0.899,13.306,-16.724,-49.866
0.043,0.392,0.927,12.085,-15.076,-49.805
0.031,0.394,0.942,13.489,-13.794,-48.462
0.017,0.418,0.953,18.127,-13.611,-46.326
0.004,0.429,0.955,24.475,-14.343,-42.786
0.017,0.450,0.951,30.273,-14.771,-38.452
0.038,0.451,0.945,36.926,-15.564,-34.729
0.048,0.459,0.916,43.335,-15.564,-32.471
0.064,0.464,0.895,48.523,-15.198,-31.433
0.088,0.457,0.870,50.415,-15.137,-31.799
0.098,0.452,0.857,50.354,-14.709,-33.997
0.088,0.456,0.841,48.889,-13.672,-36.560
0.109,0.427,0.831,46.936,-12.939,-38.818
0.111,0.395,0.820,44.373,-11.475,-40.955
0.100,0.380,0.817,39.551,-10.376,-43.213
0.098,0.357,0.820,35.095,-9.521,-44.373
0.119,0.300,0.817,31.799,-9.277,-44.250
0.115,0.268,0.818,29.114,-9.155,-44.617
0.101,0.256,0.822,25.940,-10.071,-45.044
0.086,0.234,0.836,22.278,-11.780,-44.678
0.089,0.207,0.846,19.348,-12.268,-43.518
0.100,0.183,0.856,17.517,-12.024,-41.504
0.098,0.182,0.859,16.357,-11.292,-40.649
0.089,0.201,0.864,16.052,-11.658,-40.466
0.106,0.196,0.874,17.212,-12.573,-39.001
0.121,0.171,0.878,19.470,-13.611,-37.476
0.113,0.168,0.879,21.545,-13.794,-36.499
0.106,0.174,0.889,22.461,-12.817,-35.706
0.111,0.162,0.898,22.766,-13.306,-33.630
0.134,0.133,0.900,22.339,-13.794,-31.067
0.135,0.125,0.900,21.118,-12.573,-30.029
0.122,0.136,0.906,18.555,-11.292,-30.273
0.126,0.112,0.914,15.747,-10.681,-30.029
0.132,0.084,0.920,13.428,-9.705,-29.114
0.119,0.085,0.924,11.414,-7.935,-28.625
0.092,0.101,0.935,9.277,-6.531,-27.588
0.115,0.078,0.940,8.179,-5.005,-24.780
0.125,0.068,0.944,8.362,-4.150,-22.034
0.123,0.072,0.942,8.301,-3.418,-20.264
0.122,0.082,0.944,7.996,-3.113,-19.409
0.144,0.052,0.945,7.690,-2.930,-18.188
0.138,0.043,0.942,7.324,-1.892,-17.517
0.120,0.060,0.940,6.592,0.183,-16.602
0.125,0.062,0.944,5.310,1.465,-14.160
0.137,0.052,0.950,5.066,1.831,-10.925
0.134,0.069,0.957,5.493,2.380,-8.118
0.155,0.072,0.959,4.883,1.465,-4.761
0.156,0.093,0.973,3.235,0.061,-3.540
0.152,0.123,0.992,2.075,-0.732,-3.540
0.163,0.118,1.000,2.808,0.061,-2.686
0.154,0.129,1.001,2.991,0.000,-0.732
0.153,0.148,1.008,2.869,0.305,0.488
0.179,0.166,1.022,2.563,0.854,1.099
0.173,0.160,1.029,2.991,-0.122,1.526
0.175,0.164,1.033,3.174,-0.244,2.502
0.178,0.179,1.038,3.845,0.366,2.930
0.180,0.193,1.046,5.005,1.038,3.174
0.181,0.197,1.044,7.324,2.075,4.028
0.202,0.194,1.048,10.864,2.686,5.798
0.221,0.199,1.039,15.076,1.953,6.653
0.237,0.192,1.032,18.921,1.160,6.775
0.245,0.193,1.019,21.240,1.099,5.554
0.243,0.190,1.004,21.851,1.953,3.601
0.238,0.187,0.995,20.752,3.662,1.526
0.242,0.180,0.989,19.409,5.920,-0.610
0.240,0.173,0.976,18.311,7.019,-2.563
0.238,0.170,0.967,17.883,7.751,-3.357
0.240,0.161,0.957,17.700,7.568,-3.601
0.236,0.146,0.947,17.395,6.531,-3.601
0.231,0.141,0.943,16.663,5.066,-3.418
0.237,0.129,0.939,16.479,4.089,-3.052
0.240,0.119,0.932,15.991,3.357,-2.991
0.240,0.112,0.932,15.137,3.174,-3.113
0.250,0.094,0.935,13.550,2.808,-3.418
0.240,0.088,0.937,11.841,3.052,-4.211
0.233,0.084,0.938,9.888,3.540,-5.249
0.222,0.078,0.942,7.324,4.150,-6.104
0.211,0.081,0.945,4.822,4.089,-6.531
0.213,0.075,0.953,2.930,4.028,-6.287
0.210,0.080,0.961,1.648,3.906,-5.493
0.210,0.094,0.967,1.221,3.662,-5.127
0.210,0.099,0.973,1.831,3.113,-4.578
0.204,0.114,0.974,3.235,2.197,-3.845
0.199,0.135,0.983,4.639,1.343,-3.540
0.193,0.150,0.991,6.165,0.671,-2.686
0.202,0.165,0.993,7.874,0.366,-1.221
0.212,0.178,0.997,9.644,-0.183,-0.427
0.220,0.189,0.998,11.658,-1.221,-0.916
0.227,0.195,0.997,13.794,-0.916,-2.197
0.229,0.200,0.993,14.954,0.000,-3.845
0.235,0.194,0.987,15.137,2.197,-5.737
0.232,0.184,0.978,15.015,4.517,-8.423
0.223,0.173,0.966,15.015,6.287,-10.864
0.210,0.160,0.950,14.832,6.897,-12.634
0.201,0.142,0.936,14.404,6.714,-13.428
0.189,0.134,0.926,13.794,5.737,-13.428
0.187,0.127,0.922,13.245,4.333,-12.817
0.189,0.119,0.920,12.329,2.869,-11.658

-0.526,1.142,0.963,-29.419,-2.014,100.220
-0.465,1.277,0.948,-21.423,-1.587,100.708
-0.432,1.417,0.915,-16.296,-6.897,95.886
-0.351,1.493,0.921,-13.489,-9.644,87.952
-0.286,1.519,0.945,-13.000,-7.812,78.674
-0.249,1.545,0.945,-13.672,-1.404,66.833
-0.152,1.532,0.946,-14.160,13.489,51.392
-0.129,1.501,0.903,-14.282,30.029,34.546
-0.046,1.434,0.860,-12.329,49.072,14.404
-0.024,1.340,0.788,-9.644,63.782,-5.981
-0.025,1.218,0.709,-5.554,70.374,-27.527
-0.051,1.084,0.637,0.305,75.439,-45.593
-0.052,0.938,0.578,5.981,77.148,-57.739
-0.097,0.811,0.544,9.888,72.021,-65.796
-0.106,0.689,0.535,12.512,59.875,-70.374
-0.116,0.576,0.552,14.465,43.030,-70.251
-0.128,0.484,0.591,15.259,24.719,-68.237
-0.166,0.413,0.630,14.526,8.545,-65.674
-0.151,0.347,0.693,11.414,0.366,-61.523
-0.165,0.317,0.732,6.104,-1.343,-54.993
-0.147,0.337,0.786,2.075,2.136,-50.415
-0.136,0.353,0.823,-1.587,2.747,-46.387
-0.108,0.380,0.853,-3.235,1.831,-41.870
-0.093,0.399,0.885,-1.526,-0.732,-39.246
-0.065,0.395,0.898,1.343,-3.174,-38.208
-0.042,0.391,0.907,3.784,-3.784,-37.476
-0.029,0.384,0.911,5.676,-4.028,-38.452
-0.026,0.369,0.915,6.409,-3.357,-40.588
-0.031,0.363,0.913,5.798,-1.892,-43.213
-0.034,0.342,0.904,5.676,0.061,-44.617
-0.008,0.321,0.906,6.287,1.343,-44.922
-0.001,0.293,0.893,7.263,2.258,-44.373
-0.001,0.283,0.886,7.629,2.747,-43.335
0.008,0.290,0.894,8.240,1.465,-41.199
0.037,0.252,0.894,9.583,-0.916,-38.269
0.023,0.266,0.898,10.315,-3.174,-36.438
0.032,0.271,0.909,10.620,-4.822,-35.034
0.066,0.286,0.933,11.597,-5.310,-32.837
0.088,0.272,0.943,12.512,-5.676,-30.884
0.096,0.266,0.951,12.207,-5.676,-29.480
0.102,0.278,0.963,11.169,-5.127,-29.968
0.110,0.260,0.971,9.766,-5.127,-30.396
0.121,0.226,0.972,8.667,-5.005,-30.396
0.135,0.206,0.973,7.141,-4.150,-30.701
0.128,0.212,0.979,5.005,-3.235,-31.860
0.140,0.180,0.990,4.578,-3.418,-31.738
0.146,0.143,0.995,4.944,-3.784,-30.701
0.137,0.143,1.004,5.066,-3.052,-30.029
0.136,0.122,1.009,4.883,-2.808,-29.175
0.139,0.110,1.024,5.432,-1.526,-27.222
0.157,0.079,1.018,5.859,0.488,-24.963
0.157,0.070,1.010,6.226,2.808,-24.109
0.147,0.076,1.006,6.226,5.188,-23.865
0.149,0.067,1.003,6.714,6.958,-22.583
0.163,0.055,0.998,8.423,8.850,-20.630
0.171,0.052,0.984,11.597,10.864,-18.738
0.170,0.061,0.968,14.526,12.085,-17.456
0.167,0.066,0.951,16.174,12.451,-16.296
0.175,0.059,0.934,17.151,12.817,-14.648
0.192,0.057,0.916,17.456,12.878,-12.695
0.193,0.076,0.900,17.456,12.329,-11.230
0.197,0.087,0.900,16.479,10.437,-9.949
0.212,0.072,0.903,15.686,8.179,-7.812
0.199,0.096,0.910,15.442,7.080,-6.287
0.188,0.139,0.920,15.564,5.920,-5.188
0.211,0.136,0.933,15.686,4.822,-3.723
0.225,0.129,0.931,15.686,4.639,-2.747
0.207,0.164,0.934,15.991,5.493,-2.380
0.227,0.166,0.931,14.954,5.859,-2.197
0.245,0.157,0.932,13.550,5.249,-2.258
0.247,0.153,0.930,12.878,5.188,-3.418
0.237,0.159,0.927,11.963,5.981,-4.822
0.242,0.159,0.934,11.475,6.775,-6.042
0.245,0.152,0.934,11.658,7.080,-6.836
0.227,0.167,0.936,12.268,7.568,-7.690
0.233,0.175,0.938,12.939,7.690,-7.996
0.232,0.162,0.931,13.245,7.019,-7.141
0.244,0.162,0.932,14.099,6.104,-7.385
0.234,0.165,0.934,14.465,5.554,-7.874
0.234,0.157,0.939,14.099,5.371,-8.362
0.236,0.147,0.941,13.733,6.165,-8.118
0.232,0.146,0.943,13.062,7.202,-8.484
0.238,0.142,0.949,12.878,7.874,-8.972
0.245,0.125,0.947,13.550,7.874,-9.399
0.236,0.125,0.943,13.916,7.812,-10.193
0.231,0.124,0.942,14.099,7.080,-10.681
0.238,0.113,0.942,14.648,5.981,-9.583
0.240,0.111,0.945,15.015,4.578,-8.545
0.237,0.115,0.953,15.015,3.418,-8.057
0.245,0.108,0.960,14.526,2.686,-7.568
0.244,0.107,0.965,13.611,2.441,-7.507
0.245,0.111,0.965,12.207,2.686,-8.545
0.251,0.111,0.968,11.353,3.418,-9.338
0.250,0.109,0.970,11.292,4.272,-11.047
0.246,0.104,0.966,11.597,5.066,-12.573
0.234,0.101,0.960,12.329,5.554,-12.939
0.232,0.096,0.958,13.184,5.676,-12.329
0.228,0.093,0.957,14.221,5.249,-11.719
0.227,0.093,0.958,14.709,5.188,-11.047
0.230,0.087,0.958,14.404,4.761,-10.437
0.225,0.085,0.959,13.672,4.700,-10.498
0.232,0.082,0.954,13.184,5.493,-10.315
0.240,0.073,0.952,13.000,6.165,-10.071
0.233,0.071,0.946,13.000,5.920,-10.864
0.224,0.068,0.949,13.306,6.104,-10.925
0.224,0.063,0.948,13.184,6.226,-10.498
0.222,0.063,0.943,12.817,5.920,-9.644
0.225,0.060,0.945,12.390,5.188,-9.277
0.222,0.056,0.950,11.841,4.517,-8.972
0.219,0.046,0.946,11.047,4.333,-8.728
0.215,0.041,0.950,9.766,4.700,-7.751
0.209,0.043,0.957,8.484,4.456,-7.080
0.207,0.041,0.959,7.935,4.578,-5.981
0.211,0.038,0.962,8.118,4.578,-4.578
0.212,0.038,0.964,8.728,4.333,-3.296
0.216,0.036,0.960,9.277,3.845,-1.953
0.224,0.039,0.957,10.376,3.479,0.061
0.229,0.050,0.960,11.841,2.197,1.465
0.232,0.051,0.958,13.000,0.488,1.892

-0.422,1.782,0.404,-43.579,106.079,116.821
-0.349,1.855,0.340,-36.438,106.262,111.389
-0.371,1.899,0.299,-34.363,101.807,104.004
-0.285,1.914,0.385,-34.973,95.520,96.069
-0.272,1.953,0.357,-37.048,90.271,88.684
-0.159,1.979,0.386,-33.997,102.844,77.148
-0.030,1.958,0.374,-31.128,111.450,64.575
0.087,1.882,0.338,-28.503,108.521,47.241
0.189,1.771,0.293,-21.362,103.271,24.292
0.181,1.643,0.214,-8.484,92.468,-1.526
0.155,1.459,0.150,7.935,82.031,-26.428
0.145,1.298,0.165,22.156,67.261,-46.753
0.033,1.175,0.203,30.823,34.973,-62.683
-0.059,1.040,0.280,37.048,0.305,-71.838
-0.131,0.926,0.367,42.542,-23.376,-72.266
-0.131,0.832,0.452,46.753,-37.170,-65.125
-0.125,0.756,0.537,50.659,-53.406,-55.420
-0.175,0.719,0.577,56.030,-62.195,-48.462
-0.112,0.674,0.660,59.570,-57.861,-42.175
-0.078,0.630,0.694,58.167,-53.223,-37.048
-0.080,0.595,0.737,54.138,-46.204,-34.241
-0.048,0.554,0.768,48.706,-38.940,-34.729
-0.026,0.510,0.789,42.847,-34.607,-36.865
-0.030,0.476,0.796,37.598,-31.738,-38.574
-0.037,0.462,0.797,35.400,-31.616,-38.635
-0.026,0.428,0.802,35.461,-33.752,-36.987
-0.007,0.398,0.811,36.987,-35.034,-35.583
-0.005,0.374,0.823,37.964,-36.316,-34.241
0.011,0.349,0.835,37.170,-36.194,-32.593
0.028,0.334,0.858,34.302,-35.889,-29.907
0.055,0.305,0.881,29.846,-36.804,-26.855
0.066,0.283,0.900,24.597,-37.048,-24.414
0.079,0.264,0.909,19.348,-36.560,-23.682
0.074,0.258,0.942,15.320,-35.583,-22.888
0.086,0.225,0.961,11.108,-34.912,-22.095
0.074,0.237,0.974,6.470,-32.776,-21.545
0.101,0.219,0.997,3.479,-30.334,-20.813
0.110,0.211,1.012,1.770,-29.724,-18.982
0.118,0.199,1.016,1.099,-29.297,-15.991
0.125,0.231,1.026,2.441,-27.649,-13.794
0.134,0.256,1.032,6.226,-26.978,-11.780
0.170,0.240,1.035,10.986,-27.893,-10.010
0.181,0.227,1.036,14.221,-30.212,-8.972
0.191,0.229,1.041,15.747,-30.090,-9.583
0.214,0.206,1.046,16.113,-28.076,-10.925
0.199,0.186,1.031,14.709,-25.940,-12.695
0.182,0.198,1.025,12.146,-21.545,-14.526
0.199,0.181,1.021,9.155,-16.968,-15.259
0.197,0.156,1.014,7.324,-13.672,-14.954
0.165,0.178,1.013,7.263,-10.437,-14.771
0.172,0.173,1.011,9.399,-7.019,-13.306
0.191,0.163,1.005,13.306,-5.493,-10.254
0.192,0.174,1.000,18.555,-5.615,-8.057
0.191,0.178,0.986,23.743,-7.202,-7.141
0.185,0.175,0.969,27.771,-9.033,-6.409
0.177,0.184,0.952,30.457,-9.033,-5.554
0.171,0.200,0.943,31.189,-8.789,-5.127
0.176,0.191,0.940,31.006,-7.690,-4.272
0.181,0.191,0.927,30.212,-5.432,-3.601
0.194,0.194,0.930,28.931,-3.540,-4.089
0.203,0.184,0.929,27.527,-2.197,-6.226
0.198,0.162,0.926,25.696,-1.343,-8.789
0.184,0.153,0.930,23.499,0.427,-10.864
0.169,0.162,0.935,20.508,2.014,-12.329
0.168,0.155,0.947,18.921,3.601,-12.451
0.166,0.146,0.950,19.409,4.761,-12.024
0.143,0.159,0.951,20.935,5.737,-11.414
0.145,0.159,0.954,22.339,6.042,-10.071
0.154,0.145,0.958,23.621,5.310,-7.874
0.151,0.154,0.955,24.353,4.822,-5.859
0.165,0.152,0.953,24.475,4.883,-4.211
0.175,0.150,0.950,23.437,4.517,-3.357
0.182,0.170,0.946,21.912,4.700,-3.662
0.199,0.166,0.953,19.836,4.761,-5.798
0.195,0.156,0.959,17.578,5.005,-9.094
0.177,0.154,0.958,15.198,6.409,-12.207
0.169,0.149,0.958,13.794,8.850,-13.489
0.165,0.134,0.958,13.306,10.315,-13.977
0.158,0.126,0.954,13.489,10.071,-13.794
0.147,0.118,0.951,14.648,10.132,-12.390
0.164,0.106,0.951,16.296,10.376,-10.071
0.172,0.103,0.947,17.212,9.583,-8.118
0.177,0.101,0.945,17.944,8.972,-6.470
0.175,0.105,0.946,18.799,8.667,-5.493
0.180,0.104,0.943,18.616,8.484,-4.944
0.187,0.095,0.941,17.700,8.118,-4.639
0.180,0.092,0.942,15.686,7.202,-5.066
0.185,0.087,0.943,12.634,7.629,-5.554
0.185,0.085,0.949,9.033,8.484,-5.798
0.182,0.084,0.949,5.615,9.521,-6.348
0.182,0.083,0.954,3.479,11.169,-6.592
0.181,0.083,0.958,2.319,12.268,-6.348
0.189,0.072,0.972,2.625,12.817,-5.249
0.193,0.073,0.966,4.028,13.062,-4.150
0.194,0.073,0.959,6.592,12.939,-3.296
0.202,0.074,0.965,9.705,12.085,-2.441
0.199,0.078,0.963,12.207,10.559,-1.648
0.206,0.080,0.966,13.916,10.071,-0.610
0.221,0.080,0.965,14.771,10.254,0.000
0.221,0.088,0.959,14.282,10.132,-0.549
0.219,0.091,0.948,13.245,10.498,-1.160
0.235,0.087,0.944,11.353,11.169,-1.709
0.234,0.092,0.938,8.667,10.681,-2.869
0.229,0.101,0.933,6.470,10.864,-3.723
0.239,0.093,0.928,4.822,11.047,-4.089
0.242,0.096,0.917,2.930,10.315,-4.517
0.233,0.089,0.915,1.465,9.338,-4.700
0.235,0.091,0.927,0.305,7.996,-4.700
0.230,0.089,0.932,-0.061,7.080,-4.333
0.235,0.091,0.943,-0.305,6.958,-4.028
0.233,0.099,0.952,-0.183,5.798,-4.456
0.231,0.100,0.962,-0.061,5.188,-5.676
0.219,0.106,0.960,-0.244,5.981,-6.348
0.229,0.105,0.967,-0.732,7.446,-6.714
0.230,0.102,0.967,-1.282,7.568,-7.385
0.226,0.104,0.966,-0.916,7.874,-8.118
0.224,0.104,0.962,-0.671,8.423,-8.423
0.227,0.102,0.963,-0.854,8.606,-8.911
0.225,0.105,0.964,-1.221,8.545,-9.521

0.179,0.104,1.137,-80.994,15.930,31.006
0.066,0.040,1.011,-4.150,-11.108,3.479
-0.018,0.072,0.987,-7.568,1.526,12.939
-0.018,0.089,0.989,-6.531,-5.798,20.752
-0.017,0.054,0.991,-11.414,-3.845,29.480
-0.055,0.017,0.977,-9.338,-5.249,36.926
0.084,0.090,0.990,-3.418,-7.935,40.100
0.086,-0.126,0.911,14.282,-19.775,31.006
0.040,-0.053,1.005,3.174,-7.935,16.663
-0.026,0.008,0.987,-7.324,-0.244,6.775
-0.042,0.019,0.976,-4.028,-3.906,5.005
-0.023,0.051,0.986,-12.329,-1.160,10.254
-0.022,0.030,0.969,-11.292,-2.136,15.808
-0.006,0.044,0.971,-6.836,-3.723,14.404
0.000,0.052,0.963,-6.836,-3.540,12.268
0.016,0.067,0.969,-4.761,-2.808,8.850
0.002,0.063,0.966,-2.808,-1.770,7.080
-0.001,0.043,0.975,-1.099,-0.610,8.484
-0.032,0.046,0.966,-1.404,0.244,8.850
-0.009,0.035,0.986,-0.854,0.305,8.240
-0.036,0.030,0.967,-1.709,0.854,7.690
-0.006,0.044,0.981,-0.366,-0.122,4.639
-0.014,0.042,0.969,-0.977,0.183,4.028
-0.013,0.047,0.974,0.183,0.244,4.089
-0.020,0.035,0.969,-0.305,0.793,4.150
-0.018,0.038,0.979,-0.366,0.854,3.052
-0.015,0.038,0.982,-2.991,1.831,2.747
-0.003,0.034,0.981,-4.028,2.014,2.136
-0.012,0.063,0.955,-5.188,2.197,1.892
-0.013,0.061,0.959,-1.648,1.038,2.319
-0.021,0.041,0.985,0.732,0.610,2.625
-0.011,0.047,0.969,0.977,-0.061,2.441
-0.005,0.058,0.965,0.732,0.244,1.953
-0.019,0.035,0.985,3.418,-0.366,1.953
-0.026,0.014,1.000,0.427,0.366,2.563
-0.024,0.007,0.994,-5.737,2.502,3.967
-0.020,0.031,0.988,-11.658,4.761,5.188
-0.008,0.078,0.975,-14.343,5.981,4.272
0.002,0.089,0.954,-14.160,5.737,1.709
-0.004,0.073,0.958,-9.521,4.395,1.160
-0.013,0.060,0.971,-4.395,2.747,1.404
-0.008,0.054,0.989,-2.930,2.197,1.709
-0.014,0.063,0.965,-4.517,2.930,1.831
-0.007,0.057,0.979,-2.808,1.465,1.343
-0.021,0.063,0.972,-3.784,2.441,1.465
-0.007,0.072,0.966,-4.089,2.380,2.014
-0.003,0.063,0.975,-1.709,1.587,2.197
-0.019,0.052,0.978,-1.770,2.014,2.502
-0.008,0.056,0.993,-4.395,3.052,1.648
-0.011,0.060,0.977,-6.653,3.723,1.160
-0.005,0.075,0.963,-7.935,4.211,1.038
-0.001,0.083,0.962,-5.737,3.296,1.160
-0.005,0.076,0.962,-2.075,1.343,1.831
-0.005,0.070,0.970,0.671,0.549,2.991
-0.007,0.068,0.974,1.831,0.427,2.075
-0.007,0.069,0.972,1.831,0.427,1.404
-0.002,0.070,0.973,2.808,-0.305,1.221
-0.007,0.065,0.982,2.991,0.000,1.160
-0.009,0.064,0.979,1.282,0.793,1.038
-0.008,0.063,0.985,0.183,1.160,0.793
-0.008,0.061,0.986,-1.709,1.526,1.099
-0.010,0.063,0.979,-3.906,2.380,1.404
-0.005,0.064,0.983,-5.981,3.418,1.404
-0.009,0.070,0.974,-7.446,4.089,2.075
-0.001,0.078,0.972,-7.751,3.967,2.563
-0.002,0.078,0.970,-6.287,3.296,2.686
-0.005,0.078,0.965,-5.005,2.686,2.502
-0.002,0.085,0.962,-3.723,2.380,2.319
-0.000,0.089,0.963,-1.648,1.465,2.075
-0.005,0.080,0.967,0.671,0.549,1.892
-0.006,0.068,0.977,2.075,-0.061,1.648
-0.011,0.057,0.980,2.380,-0.122,2.502
-0.007,0.059,0.985,1.160,0.610,2.991
-0.006,0.061,0.982,-0.916,1.526,2.930
-0.007,0.056,0.974,-3.174,2.258,2.747
-0.005,0.071,0.971,-3.784,2.625,3.540
-0.000,0.062,0.965,-3.174,2.197,3.601
-0.003,0.065,0.966,-1.526,1.770,4.883
0.001,0.132,0.986,-0.061,1.526,4.883
-0.003,0.063,0.958,-1.831,2.014,3.052
-0.001,0.070,0.960,-0.061,0.366,4.883
0.002,0.085,0.978,1.953,0.427,3.296
-0.007,0.070,0.971,1.831,0.244,3.906
-0.006,0.077,0.972,2.014,0.000,3.967
-0.004,0.083,0.981,1.587,0.732,3.967
-0.001,0.094,0.987,-0.061,1.587,3.723
-0.001,0.117,0.978,-2.319,1.892,2.747
0.000,0.089,0.958,-3.845,2.380,1.282
-0.001,0.076,0.950,-2.136,1.404,1.343
-0.003,0.067,0.964,1.831,0.183,1.831
-0.009,0.054,0.974,4.333,-0.427,3.235
0.000,0.098,1.000,4.211,-0.305,3.845
-0.006,0.086,0.987,-0.183,1.465,2.563
-0.002,0.072,0.968,-3.357,2.136,2.686
-0.003,0.084,0.957,-2.502,1.709,2.625
0.000,0.067,0.958,-0.305,1.099,2.808
-0.006,0.100,0.969,2.930,-0.061,4.333
0.001,0.099,0.991,3.357,0.366,3.296
-0.009,0.080,0.974,1.038,1.038,3.601
-0.004,0.064,0.968,-0.122,1.038,2.991
-0.003,0.089,0.971,0.244,0.854,3.235
0.000,0.097,0.973,0.427,0.916,2.563
0.000,0.085,0.971,0.061,1.404,2.869
-0.005,0.073,0.963,0.732,0.793,2.991
-0.002,0.114,0.985,1.892,0.427,3.113
0.002,0.101,0.978,0.183,1.160,1.404
-0.005,0.085,0.961,-1.404,1.587,0.977
0.000,0.087,0.966,-0.061,0.732,0.305
-0.001,0.085,0.967,1.465,0.305,0.916
-0.002,0.077,0.973,2.502,-0.122,0.732
-0.005,0.077,0.976,2.502,-0.061,1.099
-0.005,0.069,0.979,1.465,0.366,1.099
-0.007,0.071,0.976,0.488,0.671,1.709
-0.004,0.065,0.972,0.000,0.793,1.831
0.001,0.107,0.985,-0.122,1.282,2.319
-0.000,0.096,0.969,-1.587,1.770,1.160
-0.003,0.088,0.959,-1.587,1.770,1.221
-0.002,0.083,0.964,1.038,0.671,0.916
-0.001,0.080,0.978,2.808,-0.061,1.465
