aX,aY,aZ,gX,gY,gZ
0.292,-0.677,-0.579,74.280,38.086,-8.179
0.288,-0.686,-0.625,74.890,41.077,-9.094
0.280,-0.699,-0.662,74.951,41.809,-9.644
0.268,-0.716,-0.696,73.608,41.199,-8.911
0.268,-0.726,-0.710,71.350,37.292,-7.141
0.272,-0.726,-0.701,68.970,30.579,-5.249
0.274,-0.722,-0.676,66.406,24.048,-4.089
0.280,-0.712,-0.639,64.087,19.104,-3.479
0.299,-0.686,-0.596,63.232,16.418,-3.174
0.303,-0.674,-0.568,65.308,16.602,-3.418
0.313,-0.658,-0.575,68.542,18.982,-3.967
0.323,-0.633,-0.595,71.289,22.217,-4.822
0.325,-0.621,-0.621,72.632,26.428,-5.798
0.318,-0.623,-0.668,70.862,32.227,-6.958
0.312,-0.607,-0.720,69.214,35.339,-7.385
0.295,-0.586,-0.762,68.726,35.400,-6.775
0.280,-0.576,-0.813,66.223,36.194,-5.920
0.269,-0.575,-0.846,62.561,36.194,-5.127
0.266,-0.555,-0.862,59.875,33.142,-5.005
0.264,-0.548,-0.862,58.044,28.137,-6.470
0.241,-0.563,-0.858,56.946,23.315,-9.521
0.229,-0.575,-0.847,56.641,19.287,-10.864
0.228,-0.579,-0.831,57.617,14.954,-10.437
0.225,-0.582,-0.818,57.556,12.329,-9.399
0.219,-0.583,-0.805,54.688,13.062,-7.874
0.216,-0.579,-0.788,50.720,15.869,-5.615
0.223,-0.566,-0.768,47.119,18.494,-3.906
0.229,-0.550,-0.761,46.265,19.836,-3.235
0.236,-0.541,-0.763,47.852,19.592,-3.174
0.248,-0.529,-0.762,49.988,18.127,-3.357
0.244,-0.518,-0.763,51.819,17.029,-3.967
0.231,-0.510,-0.785,52.734,19.104,-4.761
0.223,-0.512,-0.804,51.880,23.865,-5.127
0.217,-0.514,-0.842,49.744,28.687,-4.700
0.213,-0.512,-0.868,48.523,30.090,-3.906
0.216,-0.500,-0.877,47.424,27.710,-3.479
0.220,-0.482,-0.861,45.532,23.987,-3.662
0.189,-0.486,-0.867,44.312,20.203,-4.456
0.187,-0.490,-0.846,46.509,20.386,-4.150
0.192,-0.469,-0.849,48.096,20.874,-4.761
0.193,-0.465,-0.841,48.828,20.752,-5.432
0.178,-0.455,-0.855,50.964,21.118,-5.310
0.170,-0.457,-0.880,52.856,25.513,-4.272
0.165,-0.438,-0.917,52.490,27.344,-4.639
0.157,-0.422,-0.948,52.185,28.198,-4.578
0.149,-0.423,-0.976,50.598,29.297,-4.700
0.145,-0.409,-1.000,48.645,28.442,-5.371
0.142,-0.409,-1.001,47.119,25.879,-5.432

-0.396,-0.238,-2.205,-77.393,-7.263,-3.479
-0.434,-0.258,-2.319,-89.600,-27.588,2.258
-0.488,-0.231,-2.372,-112.366,-47.180,10.681
-0.481,-0.231,-2.344,-144.714,-59.204,19.531
-0.463,-0.208,-2.238,-181.152,-65.796,29.053
-0.412,-0.228,-2.139,-210.266,-72.815,38.574
-0.377,-0.190,-1.995,-230.042,-80.994,47.791
-0.353,-0.183,-1.886,-245.056,-89.355,55.298
-0.302,-0.152,-1.867,-254.578,-102.356,63.354
-0.251,-0.194,-1.521,-260.071,-122.437,69.580
-0.188,-0.159,-1.347,-268.982,-123.291,65.491
-0.182,-0.151,-1.193,-281.128,-116.821,59.692
-0.150,-0.173,-1.012,-294.678,-112.671,65.735
-0.093,-0.141,-0.784,-306.274,-115.112,79.529
-0.056,-0.083,-0.557,-311.951,-126.526,92.163
-0.045,-0.057,-0.346,-311.340,-139.709,102.478
-0.019,-0.055,-0.073,-303.406,-157.349,114.380
0.120,-0.020,0.177,-293.701,-175.415,121.704
0.171,0.027,0.430,-283.630,-175.842,109.253
0.240,0.020,0.630,-268.372,-159.973,102.112
0.303,0.059,0.807,-252.625,-138.916,93.018
0.401,0.002,0.946,-227.173,-108.276,84.045
0.464,-0.054,0.983,-199.585,-75.195,73.730
0.489,-0.129,0.976,-172.180,-50.537,65.186
0.515,-0.206,0.982,-144.958,-38.269,58.960
0.557,-0.260,0.990,-119.507,-33.691,52.246
0.560,-0.286,0.989,-97.534,-34.485,40.649
0.575,-0.296,0.951,-76.660,-34.058,29.297
0.564,-0.355,0.945,-52.429,-29.419,21.973
0.568,-0.421,0.928,-29.907,-24.353,16.846
0.590,-0.460,0.888,-9.888,-19.470,11.963
0.606,-0.508,0.851,11.536,-15.930,7.812
0.634,-0.521,0.761,33.142,-10.742,4.150
0.665,-0.542,0.671,50.964,-2.808,-0.488
0.689,-0.590,0.587,64.514,8.606,-7.385
0.679,-0.641,0.494,72.266,22.522,-16.052
0.628,-0.682,0.390,82.031,33.630,-24.475
0.570,-0.716,0.250,94.910,43.091,-32.288
0.519,-0.761,0.095,108.154,52.490,-39.551
0.453,-0.814,-0.052,116.577,61.279,-45.898
0.379,-0.871,-0.202,118.896,67.566,-49.866
0.316,-0.921,-0.326,119.385,67.993,-49.316
0.294,-0.930,-0.432,119.202,62.256,-44.800
0.269,-0.949,-0.482,115.173,52.307,-39.856
0.242,-0.952,-0.509,105.103,44.373,-34.973
0.245,-0.947,-0.510,96.497,40.039,-28.564
0.265,-0.934,-0.498,91.919,38.391,-22.644
0.291,-0.914,-0.495,88.745,39.429,-19.531
0.311,-0.894,-0.492,86.060,40.955,-18.555
0.323,-0.882,-0.497,88.135,41.260,-18.799
0.331,-0.858,-0.510,93.018,40.100,-20.142
0.330,-0.841,-0.553,98.572,37.537,-20.874
0.321,-0.836,-0.599,100.464,34.363,-21.606
0.306,-0.829,-0.640,95.032,31.433,-20.691
0.306,-0.821,-0.639,86.487,26.855,-17.212
0.308,-0.806,-0.616,76.965,21.606,-12.939
0.315,-0.777,-0.566,68.542,16.724,-8.484
0.328,-0.721,-0.512,61.951,13.672,-4.395
0.357,-0.664,-0.476,59.753,13.306,-3.601
0.359,-0.640,-0.451,63.232,15.259,-6.592
0.354,-0.634,-0.489,70.190,19.348,-11.902
0.345,-0.631,-0.533,77.759,23.071,-16.235
0.313,-0.637,-0.583,83.069,26.550,-19.775
0.276,-0.665,-0.646,83.130,31.860,-21.240
0.238,-0.677,-0.695,80.139,35.950,-20.081
0.202,-0.678,-0.781,76.599,34.851,-16.968
0.210,-0.686,-0.765,72.083,34.729,-12.573
0.212,-0.668,-0.756,64.575,31.250,-10.010
0.224,-0.614,-0.738,58.105,26.611,-7.996
0.222,-0.605,-0.706,54.688,24.170,-9.155
0.215,-0.615,-0.697,54.443,24.048,-12.207
0.227,-0.621,-0.700,58.594,23.193,-14.465
0.228,-0.612,-0.724,64.392,21.179,-15.259
0.231,-0.604,-0.737,67.505,19.592,-15.381
0.221,-0.620,-0.756,66.956,20.691,-15.869
0.217,-0.639,-0.787,63.232,25.208,-14.954
0.219,-0.641,-0.806,58.838,28.564,-13.428
0.210,-0.627,-0.817,56.396,28.564,-12.207
0.199,-0.615,-0.828,55.603,26.917,-11.292
0.192,-0.620,-0.834,55.542,25.146,-11.047
0.188,-0.623,-0.837,55.420,22.705,-10.986
0.186,-0.623,-0.838,55.908,20.203,-9.949
0.194,-0.608,-0.857,57.068,18.127,-8.850
0.205,-0.602,-0.857,56.824,16.968,-8.362
0.213,-0.607,-0.849,53.528,17.334,-7.935
0.215,-0.596,-0.850,50.171,17.334,-8.423
0.211,-0.584,-0.843,48.828,16.357,-8.606
0.216,-0.565,-0.831,49.500,14.832,-8.240
0.219,-0.551,-0.818,49.194,14.648,-9.094
0.209,-0.544,-0.820,49.805,15.198,-11.047
0.196,-0.538,-0.830,52.856,15.991,-12.329
0.177,-0.538,-0.847,55.298,16.418,-12.756
0.167,-0.547,-0.868,56.702,15.625,-12.085
0.174,-0.529,-0.885,56.885,13.000,-10.437
0.157,-0.497,-0.895,53.894,12.207,-9.460
0.147,-0.513,-0.877,46.814,17.700,-9.277
0.147,-0.521,-0.878,41.748,23.682,-9.521
0.140,-0.514,-0.890,39.795,24.109,-10.254
0.135,-0.503,-0.880,40.710,20.691,-9.705
0.132,-0.497,-0.879,42.419,16.174,-9.216
0.126,-0.500,-0.870,43.457,13.489,-9.033
0.121,-0.502,-0.862,43.213,13.489,-8.728
0.120,-0.493,-0.855,43.091,15.625,-8.362
0.113,-0.490,-0.865,42.664,19.226,-7.812
0.114,-0.484,-0.884,42.053,22.949,-6.775
0.119,-0.478,-0.906,42.358,24.109,-5.920
0.122,-0.471,-0.927,43.030,23.804,-5.554
0.125,-0.468,-0.945,42.908,23.010,-6.042
0.120,-0.468,-0.952,40.894,21.851,-6.470
0.110,-0.467,-0.953,38.391,20.813,-6.470
0.108,-0.468,-0.951,36.499,19.409,-5.859
0.106,-0.460,-0.943,35.339,17.883,-5.005
0.117,-0.456,-0.934,34.180,16.052,-4.028
0.115,-0.449,-0.921,32.898,15.015,-3.662
0.117,-0.435,-0.917,32.898,14.771,-3.540
0.122,-0.421,-0.914,33.691,15.198,-3.479
0.125,-0.416,-0.916,35.278,15.076,-4.272
0.117,-0.411,-0.925,36.499,14.587,-5.554
0.104,-0.399,-0.937,37.537,15.259,-6.104

-0.285,-0.197,-2.084,-217.285,-29.114,38.940
-0.375,-0.229,-2.042,-238.525,-55.847,48.279
-0.326,-0.250,-1.865,-258.484,-79.590,61.279
-0.304,-0.227,-1.657,-282.837,-92.529,67.078
-0.290,-0.249,-1.437,-310.913,-96.436,72.205
-0.263,-0.216,-1.166,-329.712,-105.652,85.327
-0.190,-0.166,-0.919,-336.731,-117.859,97.778
-0.117,-0.183,-0.686,-335.266,-126.831,104.919
-0.047,-0.154,-0.457,-330.933,-135.315,110.046
0.004,-0.146,-0.218,-327.942,-140.625,113.953
-0.025,-0.047,-0.031,-324.890,-140.076,118.896
0.132,-0.100,0.156,-317.261,-142.090,130.981
0.235,-0.013,0.293,-306.946,-137.573,127.258
0.326,-0.020,0.419,-292.786,-120.544,122.742
0.421,0.004,0.530,-282.288,-106.567,116.272
0.503,-0.019,0.586,-265.869,-88.135,107.239
0.566,-0.074,0.652,-245.300,-74.463,98.694
0.611,-0.102,0.710,-226.196,-68.298,91.919
0.638,-0.128,0.756,-206.238,-63.843,84.534
0.642,-0.193,0.803,-184.387,-61.218,74.646
0.637,-0.252,0.848,-161.011,-59.082,64.636
0.620,-0.281,0.901,-140.320,-56.641,54.626
0.615,-0.314,0.949,-122.620,-52.856,46.082
0.620,-0.357,0.989,-103.149,-49.377,38.757
0.591,-0.401,1.053,-80.078,-45.959,31.860
0.594,-0.459,1.038,-57.129,-37.842,24.109
0.589,-0.508,1.015,-34.546,-27.832,17.761
0.582,-0.546,0.986,-15.015,-19.043,11.169
0.584,-0.589,0.946,2.808,-10.559,4.089
0.572,-0.641,0.904,21.362,-3.784,-3.113
0.544,-0.683,0.820,39.429,3.723,-10.498
0.504,-0.734,0.724,54.688,12.146,-17.883
0.470,-0.788,0.641,66.101,21.423,-22.888
0.441,-0.821,0.527,75.317,29.297,-24.963
0.430,-0.843,0.418,85.388,33.875,-24.475
0.424,-0.863,0.302,93.323,36.804,-23.865
0.428,-0.891,0.206,97.656,38.635,-23.132
0.436,-0.904,0.123,99.304,40.100,-21.729
0.454,-0.896,0.080,99.731,40.894,-19.531
0.468,-0.879,0.024,98.389,42.175,-19.348
0.471,-0.887,-0.020,97.839,43.091,-20.508
0.462,-0.885,-0.064,96.985,43.640,-20.874
0.464,-0.878,-0.109,95.764,42.603,-19.653
0.465,-0.865,-0.131,92.712,40.161,-17.883
0.463,-0.863,-0.148,87.219,38.330,-16.052
0.465,-0.859,-0.144,83.374,35.950,-13.611
0.472,-0.832,-0.121,82.520,33.508,-10.376
0.478,-0.799,-0.138,83.435,33.325,-9.094
0.474,-0.788,-0.148,87.036,34.058,-9.949
0.486,-0.776,-0.160,92.407,33.508,-11.169
0.502,-0.731,-0.180,97.961,32.104,-12.634
0.491,-0.728,-0.196,102.295,32.104,-16.846
0.463,-0.743,-0.245,101.624,36.377,-21.545
0.446,-0.753,-0.302,98.755,40.833,-23.376
0.433,-0.759,-0.335,95.581,41.931,-23.010
0.415,-0.766,-0.358,88.074,40.039,-21.667
0.414,-0.770,-0.336,79.773,34.851,-17.822
0.421,-0.737,-0.302,74.463,28.687,-13.611
0.433,-0.689,-0.272,73.486,24.719,-11.719
0.441,-0.680,-0.229,77.148,23.010,-13.855
0.447,-0.672,-0.220,85.144,24.353,-18.433
0.435,-0.671,-0.233,95.886,28.320,-23.621
0.423,-0.677,-0.262,104.919,34.851,-27.588
0.401,-0.681,-0.323,110.229,42.297,-30.396
0.373,-0.694,-0.383,112.915,48.157,-31.433
0.343,-0.699,-0.465,109.985,51.331,-31.311
0.318,-0.714,-0.499,104.004,51.819,-29.785
0.300,-0.717,-0.512,95.947,50.964,-26.611
0.302,-0.695,-0.515,90.393,48.340,-23.010
0.305,-0.671,-0.503,89.539,45.471,-21.667
0.312,-0.667,-0.509,91.003,45.288,-23.132
0.293,-0.664,-0.537,95.337,47.180,-25.757
0.281,-0.657,-0.582,102.295,50.171,-28.137
0.281,-0.660,-0.642,109.131,51.331,-29.480
0.269,-0.671,-0.715,114.258,49.622,-30.701
0.236,-0.683,-0.786,115.295,45.776,-30.273
0.230,-0.672,-0.835,112.366,41.870,-27.283
0.236,-0.673,-0.862,106.750,37.292,-24.231
0.217,-0.678,-0.864,96.558,34.363,-22.522
0.212,-0.681,-0.857,85.449,33.508,-20.142
0.227,-0.664,-0.846,79.041,31.372,-17.517
0.236,-0.650,-0.830,76.355,28.259,-16.663
0.235,-0.641,-0.836,74.646,26.001,-17.029
0.236,-0.626,-0.843,75.684,24.536,-17.029
0.234,-0.608,-0.865,77.942,24.231,-17.517
0.231,-0.605,-0.899,77.637,26.733,-18.677
0.181,-0.619,-0.979,74.341,29.785,-19.470
0.188,-0.640,-0.980,70.984,31.921,-17.517
0.195,-0.651,-1.009,67.322,29.358,-15.320
0.193,-0.635,-1.000,62.622,25.452,-12.451
0.193,-0.639,-0.983,54.932,20.752,-9.766
0.193,-0.628,-0.968,46.326,16.846,-7.385
0.200,-0.626,-0.942,41.138,15.747,-5.310
0.204,-0.620,-0.919,37.109,15.442,-4.944
0.207,-0.611,-0.908,33.936,15.320,-4.822
0.210,-0.604,-0.903,33.142,14.954,-4.211
0.212,-0.598,-0.897,33.813,13.672,-3.967
0.229,-0.595,-0.896,33.569,12.146,-3.479
0.240,-0.585,-0.883,32.410,9.766,-2.991
0.236,-0.571,-0.864,30.334,8.728,-2.502
0.239,-0.556,-0.851,27.527,10.681,-2.136
0.236,-0.556,-0.839,25.635,14.832,-2.075
0.231,-0.551,-0.833,24.597,18.677,-2.686
0.229,-0.551,-0.832,24.902,21.057,-3.235
0.212,-0.554,-0.832,26.306,21.545,-3.601
0.203,-0.555,-0.835,27.832,21.118,-3.723
0.193,-0.551,-0.838,29.175,20.447,-3.723
0.180,-0.546,-0.845,29.541,20.203,-3.540
0.173,-0.543,-0.852,29.175,20.020,-3.235
0.171,-0.535,-0.855,28.809,18.799,-2.502
0.172,-0.509,-0.867,27.527,17.151,-2.014
0.171,-0.493,-0.873,25.879,16.052,-2.930
0.155,-0.496,-0.887,23.499,17.029,-5.005
0.146,-0.502,-0.901,21.912,18.311,-5.981
0.150,-0.503,-0.910,22.766,16.907,-5.432
0.147,-0.500,-0.917,23.499,13.184,-4.700
0.139,-0.501,-0.924,23.071,10.864,-4.517
0.134,-0.506,-0.927,21.790,10.193,-4.333
0.133,-0.506,-0.931,20.020,9.583,-3.906
